@relation house-votes-84-ica-8
@attribute ic1 numeric
@attribute ic2 numeric
@attribute ic3 numeric
@attribute ic4 numeric
@attribute ic5 numeric
@attribute ic6 numeric
@attribute ic7 numeric
@attribute ic8 numeric
@attribute class {democrat, republican}
@data
-0.9919061472347628, -0.14354888327167717, -0.09082171943124523, -0.8190737801788349, -0.4868409535013274, 0.9162593947103919, 0.592374266708657, 1.045815680522066, republican
1.0506789136425663, -0.020475040870686634, -0.051276359578017475, -0.7095524254733053, -0.5491028207854136, 0.9709765468930754, 0.44349563320660773, 1.0117559838272814, republican
0.9209200621634499, -0.1822294120888437, -0.03572246373217053, -0.800756861383189, -0.9254554016986043, -1.0970729226622766, 0.6488021706635533, 1.0352803261329278, democrat
0.8485212416309845, -2.9194830826987066, 0.026243069783113734, -0.48897293024966265, -1.090414368242243, 1.0492995083206684, 1.1695514929088608, -1.24898706972307, republican
0.9542177125214921, -0.2679099627705715, 0.16864161845427297, -0.8262093718319006, 1.0869945551334883, 1.2467369153598868, 0.6516685042445959, -0.7167887257091141, democrat
0.9495228181191451, -0.39469902371802323, 0.1913195261730082, -0.7955573402788514, 1.0682205079571447, 1.2163268240338203, 0.7512850333167211, -0.7417828488595039, republican
0.9878632176338391, -0.14550129550760793, -0.017352776309344564, -0.7067423210699129, 1.6914783915594702, 1.1203378807695719, 0.6826189946063729, 1.6097154871376083, republican
0.9878632176338391, -0.14550129550760793, -0.017352776309344564, -0.7067423210699129, 1.6914783915594702, 1.1203378807695719, 0.6826189946063729, 1.6097154871376083, republican
1.0506789136425663, -0.020475040870686634, -0.051276359578017475, -0.7095524254733053, -0.5491028207854136, 0.9709765468930754, 0.44349563320660773, 1.0117559838272814, republican
0.8673336949243512, -0.13849713212645992, 0.07591515713910024, -0.9598872846817857, 0.8987157507381562, -0.944343871447457, 0.20792613888758169, -0.6132419512890896, democrat
